Commune;Code commune;Code postal;Greffe;Type greffe
CROCE;2B101;20237;BASTIA;TC
ALGAJOLA;2B010;20220;BASTIA;TC
ALBERTACCE;2B007;20224;BASTIA;TC
PIEDICORTE DI GAGGIO;2B218;20251;BASTIA;TC
GHISONI;2B124;20227;BASTIA;TC
OMESSA;2B193;20236;BASTIA;TC
AMPRIANI;2B015;20272;BASTIA;TC
MERIA;2B159;20287;BASTIA;TC
ALANDO;2B005;20212;BASTIA;TC
ANGLET;64024;64608;BAYONNE;TC
LANTABAT;64313;64640;BAYONNE;TC
VILLEFRANQUE;64558;64990;BAYONNE;TC
RIEUX;60539;60879;BEAUVAIS;TC
BEAUVAIS;60057;60028;BEAUVAIS;TC
BEAUVAIS;60057;60030;BEAUVAIS;TC
MILLY SUR THERAIN;60403;60112;BEAUVAIS;TC
ST JUST EN CHAUSSEE;60581;60132;BEAUVAIS;TC
THIEUX;60634;60480;BEAUVAIS;TC
LABOISSIERE EN THELLE;60330;60570;BEAUVAIS;TC
FONTAINE ST LUCIEN;60243;60480;BEAUVAIS;TC
GUIGNECOURT;60290;60480;BEAUVAIS;TC
BELFORT;90010;90010;BELFORT;TC
DELLE;90033;90105;BELFORT;TC
LAMADELEINE VAL DES ANGES;90061;90170;BELFORT;TC
STE SUZANNE;25526;25630;BELFORT;TC
ROSIERES SUR BARBECHE;25503;25190;BELFORT;TC
SOULAURES;24542;24540;BERGERAC;TC
SARLAT LA CANEDA;24520;24212;BERGERAC;TC
CLADECH;24122;24170;BERGERAC;TC
PECHS DE L ESPERANCE;24325;24370;BERGERAC;TC
PONT AUDEMER;27467;27509;BERNAY;TC
ILLEVILLE SUR MONTFORT;27349;27290;BERNAY;TC
MILLAU;12145;12100;RODEZ;TC
MONTGUERS;26201;26170;ROMANS;TC
PLAISIANS;26239;26170;ROMANS;TC
VALENCE;26362;26027;ROMANS;TC
ROMANS SUR ISERE;26281;26100;ROMANS;TC
MONTMEYRAN;26206;26120;ROMANS;TC
DIEULEFIT;26114;26220;ROMANS;TC
ROUEN;76540;76007;ROUEN;TC
ROUEN;76540;76033;ROUEN;TC
BOIS GUILBERT;76107;76750;ROUEN;TC
STE CROIX SUR BUCHY;76571;76750;ROUEN;TC
BOIS GUILLAUME;76108;76238;ROUEN;TC
ECTOT LES BAONS;76228;76970;ROUEN;TC
CANY BARVILLE;76159;76450;ROUEN;TC
VEAUVILLE LES QUELLES;76730;76560;ROUEN;TC
GAMBAISEUIL;78264;78490;VERSAILLES;TC
MONTESSON;78418;78369;VERSAILLES;TC
PLAISIR;78490;78374;VERSAILLES;TC
ABBENANS;25003;25340;BESANCON;TC
MONTMAHOUX;25404;25270;BESANCON;TC
LES GRANGETTES;25295;25160;BESANCON;TC
BESANCON;25056;25088;BESANCON;TC
VILLERS ST MARTIN;25626;25110;BESANCON;TC
BEZIERS;34032;34509;BEZIERS;TC
AGDE;34003;34551;BEZIERS;TC
ROISSY CH DE GAULLE;95528;95975;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95983;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95992;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95996;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95923;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95931;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95937;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95766;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95976;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95953;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95734;BOBIGNY;TC
NEUILLY SUR MARNE;93050;93479;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95943;BOBIGNY;TC
EPINAY SUR SEINE;93031;93803;BOBIGNY;TC
LIVRY GARGAN;93046;93899;BOBIGNY;TC
PANTIN;93055;93699;BOBIGNY;TC
ROSNY SOUS BOIS;93064;93565;BOBIGNY;TC
DRANCY;93029;93715;BOBIGNY;TC
STAINS;93072;93240;BOBIGNY;TC
LE BLANC MESNIL;93007;93156;BOBIGNY;TC
NOISY LE SEC;93053;93136;BOBIGNY;TC
LIGNAN DE BORDEAUX;33245;33360;BORDEAUX;TC
BIRAC;33053;33430;BORDEAUX;TC
PESSAC;33318;33605;BORDEAUX;TC
CAMIRAN;33087;33190;BORDEAUX;TC
CASSEUIL;33102;33190;BORDEAUX;TC
VILLENAVE D ORNON;33550;33140;BORDEAUX;TC
PRIGNAC EN MEDOC;33338;33340;BORDEAUX;TC
FRUGES;62364;62310;BOULOGNE-SUR-MER;TC
HERVELINGHEN;62444;62179;BOULOGNE-SUR-MER;TC
AIRON NOTRE DAME;62015;62180;BOULOGNE-SUR-MER;TC
BOULOGNE SUR MER;62160;62208;BOULOGNE-SUR-MER;TC
LES ATTAQUES;62043;62730;BOULOGNE-SUR-MER;TC
SENINGHEM;62788;62380;BOULOGNE-SUR-MER;TC
SETQUES;62794;62380;BOULOGNE-SUR-MER;TC
BOULOGNE SUR MER;62160;62311;BOULOGNE-SUR-MER;TC
BERCK;62108;62609;BOULOGNE-SUR-MER;TC
AVESNES;62062;62650;BOULOGNE-SUR-MER;TC
BOURTHES;62168;62650;BOULOGNE-SUR-MER;TC
BOURG EN BRESSE;1053;1016;BOURG-EN-BRESSE;TC
ST GENIS POUILLY;1354;1633;BOURG-EN-BRESSE;TC
ST GENIS POUILLY;1354;1636;BOURG-EN-BRESSE;TC
VANDEINS;1429;1660;BOURG-EN-BRESSE;TC
PUGIEU;1316;1510;BOURG-EN-BRESSE;TC
CHAVANNES SUR REYSSOUZE;1094;1190;BOURG-EN-BRESSE;TC
FERNEY VOLTAIRE;1160;1210;BOURG-EN-BRESSE;TC
FERNEY VOLTAIRE;1160;1217;BOURG-EN-BRESSE;TC
VALEINS;1428;1140;BOURG-EN-BRESSE;TC
PRIAY;1314;1160;BOURG-EN-BRESSE;TC
CORLIER;1121;1110;BOURG-EN-BRESSE;TC
BOURG EN BRESSE;1053;1029;BOURG-EN-BRESSE;TC
BOURG EN BRESSE;1053;1058;BOURG-EN-BRESSE;TC
VIRIAT;1451;1445;BOURG-EN-BRESSE;TC
ST GENIS SUR MENTHON;1355;1380;BOURG-EN-BRESSE;TC
L ABERGEMENT CLEMENCIAT;1001;1400;BOURG-EN-BRESSE;TC
LAPEYROUSE;1207;1330;BOURG-EN-BRESSE;TC
ATTIGNAT;1024;1340;BOURG-EN-BRESSE;TC
MALAFRETAZ;1229;1340;BOURG-EN-BRESSE;TC
ST DIDIER D AUSSIAT;1346;1340;BOURG-EN-BRESSE;TC
CEYZERIAT;1072;1250;BOURG-EN-BRESSE;TC
BOURGES;18033;18015;BOURGES;TC
JUSSY CHAMPAGNE;18119;18130;BOURGES;TC
NOZIERES;18169;18200;BOURGES;TC
KOUROU;97304;97389;CAYENNE;TC
TORPES;71541;71270;CHALON-SUR-SAONE;TC
ECUISSES;71187;71210;CHALON-SUR-SAONE;TC
BISSY SUR FLEY;71037;71460;CHALON-SUR-SAONE;TC
CHALON SUR SAONE;71076;71100;CHALON-SUR-SAONE;TC
SAUNIERES;71504;71350;CHALON-SUR-SAONE;TC
MARCILLY PLESNOY;52311;52360;CHAUMONT;TC
LAFELINE;3134;3500;CUSSET;TC
DOMPIERRE SUR BESBRE;3102;3291;CUSSET;TC
BOST;3033;3300;CUSSET;TC
LA CHAPELLE;3056;3300;CUSSET;TC
MOULINS;3190;3014;CUSSET;TC
ST VINCENT DE TYROSSE;40284;40237;DAX;TC
LABENNE;40133;40530;DAX;TC
MARPAPS;40173;40330;DAX;TC
MENERVAL;76423;76220;DIEPPE;TC
LAMBERVILLE;76379;76730;DIEPPE;TC
BEAUMONT LE HARENG;76062;76850;DIEPPE;TC
QUIBERVILLE;76515;76860;DIEPPE;TC
DIEPPE;76217;76372;DIEPPE;TC
ST VICTOR L ABBAYE;76656;76890;DIEPPE;TC
DAMPIERRE EN BRAY;76209;76220;DIEPPE;TC
HAUCOURT;76343;76440;DIEPPE;TC
LE TREPORT;76711;76470;DIEPPE;TC
AUBERMESNIL BEAUMAIS;76030;76550;DIEPPE;TC
PREUSEVILLE;76511;76660;DIEPPE;TC
BELLENCOMBRE;76070;76680;DIEPPE;TC
BOSC BERENGER;76119;76680;DIEPPE;TC
MOREY ST DENIS;21442;21220;DIJON;TC
ANTIGNY LA VILLE;21015;21230;DIJON;TC
BLIGNY LES BEAUNE;21086;21200;DIJON;TC
MEURSANGES;21411;21200;DIJON;TC
BEAUNE;21054;21202;DIJON;TC
GERLAND;21294;21700;DIJON;TC
NUITS ST GEORGES;21464;21700;DIJON;TC
QUETIGNY;21515;21801;DIJON;TC
GRANCEY SUR OURCE;21305;21570;DIJON;TC
BUSSEROTTE ET MONTENAILLE;21118;21580;DIJON;TC
FONTAINE FRANCAISE;21277;21610;DIJON;TC
SOURCE SEINE;21084;21690;DIJON;TC
ROUGEMONT;21530;21500;DIJON;TC
ROUVRAY;21531;21530;DIJON;TC
ST GERMAIN DE MODEON;21548;21530;DIJON;TC
GROSBOIS EN MONTAGNE;21310;21540;DIJON;TC
EPOISSES;21247;21460;DIJON;TC
TOUTRY;21642;21460;DIJON;TC
STE COLOMBE SUR SEINE;21545;21400;DIJON;TC
VIX;21711;21400;DIJON;TC
CHATILLON SUR SEINE;21154;21404;DIJON;TC
CHATILLON SUR SEINE;21154;21409;DIJON;TC
BAULME LA ROCHE;21051;21410;DIJON;TC
VITTEAUX;21710;21350;DIJON;TC
PRENOIS;21508;21370;DIJON;TC
ROILLY;21529;21390;DIJON;TC
ROUVRES SOUS MEILLY;21533;21320;DIJON;TC
BALOT;21044;21330;DIJON;TC
VILLEBERNY;21690;21350;DIJON;TC
CHENOVE;21166;21308;DIJON;TC
CHARMES;21146;21310;DIJON;TC
FAUVERNEY;21261;21110;DIJON;TC
DIJON;21231;21043;DIJON;TC
AGME;47002;47350;AGEN;TC
CAMBES;47047;47350;AGEN;TC
AGEN;47001;47000;AGEN;TC
CASSENEUIL;47049;47440;AGEN;TC
CASTELLA;47053;47340;AGEN;TC
FARGUES SUR OURBISE;47093;47700;AGEN;TC
MONTIGNAC DE LAUZUN;47188;47800;AGEN;TC
AGEN;47001;47905;AGEN;TC
AGEN;47001;47908;AGEN;TC
FUMEL;47106;47501;AGEN;TC
MARMANDE;47157;47204;AGEN;TC
MONTAUT;47184;47210;AGEN;TC
VILLEREAL;47324;47210;AGEN;TC
AGEN;47001;47037;AGEN;TC
VILLENEUVE DE DURAS;47321;47120;AGEN;TC
FUMEL;47106;47507;AGEN;TC
SAUVETERRE ST DENIS;47293;47220;AGEN;TC
POMPIEY;47207;47230;AGEN;TC
TRETS;13110;13530;AIX-EN-PROVENCE;TC
AJACCIO;2A004;20502;AJACCIO;TC
SORBOLLANO;2A285;20152;AJACCIO;TC
SARTENE;2A272;20100;AJACCIO;TC
PIETROSELLA;2A228;20166;AJACCIO;TC
ALBI;81004;81036;ALBI;TC
CAHUZAC SUR VERE;81051;81140;ALBI;TC
ALBI;81004;81000;ALBI;TC
ALBI;81004;81007;ALBI;TC
ALBI;81004;81009;ALBI;TC
FLERS;61169;61100;ALENCON;TC
LA CHAPELLE BICHE;61095;61100;ALENCON;TC
ALENCON;61001;61015;ALENCON;TC
SERIGNY;61471;61130;ALENCON;TC
ST CYR LA ROSIERE;61379;61130;ALENCON;TC
SABLONS SUR HUISNE;61116;61110;ALENCON;TC
SEVIGNY;61472;61200;ALENCON;TC
BATILLY;61027;61150;ALENCON;TC
ST BRICE SOUS RANES;61371;61150;ALENCON;TC
L AIGLE;61214;61305;ALENCON;TC
CRAMENIL;61137;61220;ALENCON;TC
GODISSON;61192;61240;ALENCON;TC
DIJON;21231;21048;DIJON;TC
PECQUENCOURT;59456;59146;DOUAI;TC
CUVILLERS;59167;59268;DOUAI;TC
DOUAI;59178;59505;DOUAI;TC
TARADEAU;83134;83460;DRAGUIGNAN;TC
GONFARON;83067;83590;DRAGUIGNAN;TC
PONTEVES;83095;83670;DRAGUIGNAN;TC
ROCBARON;83106;83136;DRAGUIGNAN;TC
LA CELLE;83037;83170;DRAGUIGNAN;TC
TOURVES;83140;83170;DRAGUIGNAN;TC
HONDEGHEM;59308;59190;DUNKERQUE;TC
GHYVELDE;59260;59254;DUNKERQUE;TC
EPINAL;88160;88002;EPINAL;TC
EPINAL;88160;88019;EPINAL;TC
DOMBROT SUR VAIR;88141;88170;EPINAL;TC
LONGCHAMP SOUS CHATENOIS;88274;88170;EPINAL;TC
BELRUPT;88052;88260;EPINAL;TC
LE THOLY;88470;88530;EPINAL;TC
DEINVILLERS;88127;88700;EPINAL;TC
PAREY SOUS MONTFORT;88343;88800;EPINAL;TC
ST REMIMONT;88434;88800;EPINAL;TC
BOUXIERES AUX BOIS;88069;88270;EPINAL;TC
BOUZEMONT;88071;88270;EPINAL;TC
GRANDVILLERS;88216;88600;EPINAL;TC
BLEVAINCOURT;88062;88320;EPINAL;TC
LA CHAPELLE DEVANT BRUYERES;88089;88600;EPINAL;TC
LA NEUVEVILLE SOUS MONTFORT;88325;88800;EPINAL;TC
VIENVILLE;88505;88430;EPINAL;TC
LA BAFFE;88028;88460;EPINAL;TC
ROMAN;27491;27240;EVREUX;TC
DOUDEAUVILLE;27204;27150;EVREUX;TC
EMANVILLE;27217;27190;EVREUX;TC
LE FIDELAIRE;27242;27190;EVREUX;TC
GAUCIEL;27280;27930;EVREUX;TC
LE VAL D HAZEY;27022;27940;EVREUX;TC
VERNEUIL D AVRE ET D ITON;27679;27139;EVREUX;TC
EVREUX;27229;27024;EVREUX;TC
LE VAUDREUIL;27528;27100;EVREUX;TC
EVREUX;27229;27905;EVREUX;TC
EVREUX;27229;27909;EVREUX;TC
LETTEGUIVES;27366;27910;EVREUX;TC
AMFREVILLE SOUS LES MONTS;27013;27590;EVREUX;TC
HENNEZIS;27329;27700;EVREUX;TC
VILLEBON SUR YVETTE;91661;91145;EVRY;TC
LONGJUMEAU;91345;91823;EVRY;TC
CORBEIL ESSONNES;91174;91105;EVRY;TC
PALAISEAU;91477;91128;EVRY;TC
BRUNOY;91114;91800;EVRY;TC
EVRY COURCOURONNES;91228;91037;EVRY;TC
ITTEVILLE;91315;91760;EVRY;TC
BONDOUFLE;91086;91916;EVRY;TC
BONDOUFLE;91086;91926;EVRY;TC
LES ULIS;91692;91968;EVRY;TC
JUVISY SUR ORGE;91326;91260;EVRY;TC
ARPAJON;91021;91291;EVRY;TC
MASSY;91377;91301;EVRY;TC
MASSY;91377;91346;EVRY;TC
VILLEMOISSON SUR ORGE;91667;91360;EVRY;TC
VERRIERES LE BUISSON;91645;91371;EVRY;TC
VERRIERES LE BUISSON;91645;91372;EVRY;TC
CHILLY MAZARIN;91161;91381;EVRY;TC
BRETIGNY SUR ORGE;91103;91229;EVRY;TC
BIEVRES;91064;91572;EVRY;TC
AUTHON LA PLAINE;91035;91410;EVRY;TC
DOURDAN;91200;91419;EVRY;TC
WISSOUS;91689;91323;EVRY;TC
WISSOUS;91689;91328;EVRY;TC
VILLENEUVE SUR AUVERS;91671;91580;EVRY;TC
LA VILLE DU BOIS;91665;91622;EVRY;TC
BREUX JOUY;91106;91650;EVRY;TC
ETAMPES;91223;91663;EVRY;TC
EVRY COURCOURONNES;91228;91005;EVRY;TC
EVRY COURCOURONNES;91228;91011;EVRY;TC
EVRY COURCOURONNES;91228;91022;EVRY;TC
EVRY COURCOURONNES;91228;91043;EVRY;TC
LAPEGE;9152;9400;FOIX;TC
MOULIN NEUF;9213;9500;FOIX;TC
DUN;9107;9600;FOIX;TC
THOUARS SUR ARIZE;9310;9350;FOIX;TC
FABAS;9120;9230;FOIX;TC
ARTIX;9021;9120;FOIX;TC
ST FELIX DE RIEUTORD;9258;9120;FOIX;TC
FOIX;9122;9006;FOIX;TC
FOIX;9122;9015;FOIX;TC
ST AMANS;9255;9100;FOIX;TC
GROS MORNE;97212;97213;FORT-DE-FRANCE;TC
PUGET SUR ARGENS;83099;83485;FREJUS;TC
FREJUS;83061;83600;FREJUS;TC
ST RAPHAEL;83118;83705;FREJUS;TC
GAP;5061;5002;GAP;TC
ST SAUVEUR;5156;5200;GAP;TC
GAP;5061;5009;GAP;TC
GAP;5061;5017;GAP;TC
BRIANCON;5023;5108;GAP;TC
VARS;5177;5560;GAP;TC
SAVOURNON;5165;5700;GAP;TC
LA CHAPELLE EN VALGAUDEMAR;5064;5800;GAP;TC
SOPHIA ANTIPOLIS;6916;6560;GRASSE;TC
VENCE;6157;6143;GRASSE;TC
VENCE;6157;6145;GRASSE;TC
SOPHIA ANTIPOLIS;6916;6905;GRASSE;TC
GRENOBLE;38185;38062;GRENOBLE;TC
VARCES ALLIERES ET RISSET;38524;38769;GRENOBLE;TC
VILLARD NOTRE DAME;38549;38520;GRENOBLE;TC
EYBENS;38158;38327;GRENOBLE;TC
ST MARCELLIN;38416;38169;GRENOBLE;TC
SEYSSINET PARISET;38485;38181;GRENOBLE;TC
BRIGNOUD CEDEX;38920;38190;GRENOBLE;TC
GUERET;23096;23006;GUERET;TC
CHAMBONCHARD;23046;23110;GUERET;TC
ST PIERRE DE FURSAC;23231;23290;GUERET;TC
ST SEBASTIEN;23239;23160;GUERET;TC
BIVILLIERS;61045;61190;ALENCON;TC
SEMALLE;61467;61250;ALENCON;TC
EXMES;61157;61310;ALENCON;TC
DANCE;61144;61340;ALENCON;TC
ST FRAIMBAULT;61387;61350;ALENCON;TC
LOISAIL;61229;61400;ALENCON;TC
ST LANGIS LES MORTAGNE;61414;61400;ALENCON;TC
COUVAINS;61136;61550;ALENCON;TC
ST NICOLAS DES LAITIERS;61434;61550;ALENCON;TC
ALMENECHES;61002;61570;ALENCON;TC
LE GRAIS;61195;61600;ALENCON;TC
ARGENTAN;61006;61653;ALENCON;TC
L OREE D ECOUVES;61228;61420;ALENCON;TC
ST GILLES DES MARAIS;61401;61700;ALENCON;TC
ARGENTAN;61006;61993;ALENCON;TC
ETINEHEM MERICOURT;80295;80340;AMIENS;TC
GORENFLOS;80380;80690;AMIENS;TC
FRANSART;80347;80700;AMIENS;TC
HAMELET;80412;80800;AMIENS;TC
FRIVILLE ESCARBOTIN;80368;80534;AMIENS;TC
SOREL EN VIMEU;80736;80490;AMIENS;TC
ESMERY HALLON;80284;80400;AMIENS;TC
VOYENNES;80811;80400;AMIENS;TC
PROYART;80644;80340;AMIENS;TC
ALBERT;80016;80300;AMIENS;TC
NURLU;80601;80240;AMIENS;TC
LA VICOGNE;80792;80260;AMIENS;TC
CIZANCOURT;80197;80200;AMIENS;TC
VALINES;80775;80210;AMIENS;TC
BUIGNY LES GAMACHES;80148;80220;AMIENS;TC
FOSSEMANANT;80334;80160;AMIENS;TC
THOIX;80757;80160;AMIENS;TC
BEAUFORT EN SANTERRE;80067;80170;AMIENS;TC
FOLIES;80320;80170;AMIENS;TC
EPENANCOURT;80272;80190;AMIENS;TC
BERNY EN SANTERRE;80090;80200;AMIENS;TC
VISMES AU VAL;80809;80140;AMIENS;TC
AGENVILLERS;80006;80150;AMIENS;TC
ST LEGER SUR BRESLE;80707;80140;AMIENS;TC
THENNES;80751;80110;AMIENS;TC
LE TITRE;80763;80132;AMIENS;TC
AMIENS;80021;80087;AMIENS;TC
AMIENS;80021;80090;AMIENS;TC
AMIENS;80021;80011;AMIENS;TC
AMIENS;80021;80026;AMIENS;TC
LES GARENNES SUR LOIRE;49167;49320;ANGERS;TC
LES GARENNES SUR LOIRE;49167;49610;ANGERS;TC
CONCOURSON SUR LAYON;49104;49700;ANGERS;TC
ANGERS;49007;49939;ANGERS;TC
CHOLET;49099;49315;ANGERS;TC
SEICHES SUR LE LOIR;49333;49140;ANGERS;TC
SEVREMOINE;49301;49455;ANGERS;TC
AVRILLE;49015;49245;ANGERS;TC
CHENILLE CHANGE;49095;49220;ANGERS;TC
COSSE D ANJOU;49111;49120;ANGERS;TC
ST CHRISTOPHE DU BOIS;49269;49280;ANGERS;TC
CHAUMONT D ANJOU;49084;49140;ANGERS;TC
FONTAINE MILON;49139;49140;ANGERS;TC
ST PHILBERT DU PEUPLE;49311;49160;ANGERS;TC
ANGERS;49007;49006;ANGERS;TC
ANGERS;49007;49007;ANGERS;TC
ANGERS;49007;49022;ANGERS;TC
LES PONTS DE CE;49246;49135;ANGERS;TC
LE MARILLAIS;49190;49410;ANGERS;TC
DAUMERAY;49119;49640;ANGERS;TC
VERNOIL LE FOURRIER;49369;49390;ANGERS;TC
LA FOSSE DE TIGNE;49142;49540;ANGERS;TC
LOURESSE ROCHEMENIER;49182;49700;ANGERS;TC
CHALLAIN LA POTHERIE;49061;49440;ANGERS;TC
TUZIE;16391;16700;ANGOULEME;TC
TROIS PALIS;16388;16730;ANGOULEME;TC
TOURRIERS;16383;16560;ANGOULEME;TC
TAPONNAT FLEURIGNAC;16379;16110;ANGOULEME;TC
COGNAC;16102;16125;ANGOULEME;TC
SEGONZAC;16366;16130;ANGOULEME;TC
CHIRAC;16100;16150;ANGOULEME;TC
BAZAC;16034;16210;ANGOULEME;TC
ROUFFIAC;16284;16210;ANGOULEME;TC
ROUZEDE;16290;16220;ANGOULEME;TC
NANCLARS;16241;16230;ANGOULEME;TC
LA FORET DE TESSE;16142;16240;ANGOULEME;TC
MONTMOREAU;16230;16190;ANGOULEME;TC
VOULGEZAC;16420;16250;ANGOULEME;TC
ST AMANT DE BOIXE;16295;16330;ANGOULEME;TC
CHAMPAGNE MOUTON;16076;16350;ANGOULEME;TC
MAINZAC;16203;16380;ANGOULEME;TC
BESSAC;16041;16250;ANGOULEME;TC
MOUTHIERS SUR BOEME;16236;16440;ANGOULEME;TC
VENTOUSE;16396;16460;ANGOULEME;TC
CHILLAC;16099;16480;ANGOULEME;TC
VITRAC ST VINCENT;16416;16310;ANGOULEME;TC
MONTMERAC;16224;16300;ANGOULEME;TC
ANNECY;74010;74998;ANNECY;TC
ANNECY;74010;74948;ANNECY;TC
NAVES PARMELAN;74198;74370;ANNECY;TC
CLUSES;74081;74300;ANNECY;TC
SEYNOD;74268;74600;ANNECY;TC
BONNEVILLE;74042;74133;ANNECY;TC
MOYE;74192;74150;ANNECY;TC
RUMILLY;74225;74150;ANNECY;TC
LES VILLARDS SUR THONES;74302;74230;ANNECY;TC
ANNECY;74010;74038;ANNECY;TC
FAUCIGNY;74122;74130;ANNECY;TC
ANNECY;74010;74993;ANNECY;TC
LABEUVRIERE;62479;62122;ARRAS;TC
ACQ;62007;62144;ARRAS;TC
HENIN BEAUMONT;62427;62258;ARRAS;TC
REBREUVIETTE;62695;62270;ARRAS;TC
LENS;62498;62309;ARRAS;TC
BRUAY LA BUISSIERE;62178;62708;ARRAS;TC
ARRAS;62041;62030;ARRAS;TC
MONCHY AU BOIS;62579;62111;ARRAS;TC
NEDONCHEL;62601;62550;ARRAS;TC
PERNES;62652;62550;ARRAS;TC
ARLEUX EN GOHELLE;62039;62580;ARRAS;TC
NEUVIREUIL;62612;62580;ARRAS;TC
LILLERS;62516;62189;ARRAS;TC
GAUDIEMPRE;62368;62760;ARRAS;TC
BLANGY SUR TERNOISE;62138;62770;ARRAS;TC
LIEVIN;62510;62803;ARRAS;TC
BOGY;7036;7340;AUBENAS;TC
FELINES;7089;7340;AUBENAS;TC
SERRIERES;7313;7340;AUBENAS;TC
ST JEAN DE MUZOLS;7245;7300;AUBENAS;TC
DEVESSET;7080;7320;AUBENAS;TC
ST GERMAIN;7241;7170;AUBENAS;TC
DUNIERE SUR EYRIEUX;7083;7360;AUBENAS;TC
AUBENAS;7019;7205;AUBENAS;TC
BAIX;7022;7210;AUBENAS;TC
ROCHER;7193;7110;AUBENAS;TC
SOYONS;7316;7130;AUBENAS;TC
LAVIOLLE;7139;7530;AUBENAS;TC
PRIVAS;7186;7008;AUBENAS;TC
ANNONAY;7010;7105;AUBENAS;TC
LARGENTIERE;7132;7110;AUBENAS;TC
ST ETIENNE DE LUGDARES;7232;7590;AUBENAS;TC
ASPERJOC;7016;7600;AUBENAS;TC
CROS DE GEORAND;7075;7630;AUBENAS;TC
MONESTIER;7160;7690;AUBENAS;TC
LARRESSINGLE;32194;32100;AUCH;TC
GAZAX ET BACCARISSE;32144;32230;AUCH;TC
LAHAS;32182;32130;AUCH;TC
SAMATAN;32410;32130;AUCH;TC
MIRANNES;32257;32350;AUCH;TC
CASTILLON MASSAS;32089;32360;AUCH;TC
MERENS;32251;32360;AUCH;TC
SIMORRE;32433;32420;AUCH;TC
POUY ROQUELAURE;32328;32480;AUCH;TC
CHAMPS SUR TARENTAINE MARCHAL;15038;15270;AURILLAC;TC
LA ROCHELLE;17300;17033;LA ROCHELLE;TC
LA ROCHELLE;17300;17046;LA ROCHELLE;TC
FOURAS;17168;17450;LA ROCHELLE;TC
BOUHET;17057;17540;LA ROCHELLE;TC
LA ROCHELLE;17300;17015;LA ROCHELLE;TC
LA ROCHELLE;17300;17018;LA ROCHELLE;TC
PUILBOREAU;17291;17289;LA ROCHELLE;TC
ROCHEFORT;17299;17312;LA ROCHELLE;TC
EVRON;53097;53609;LAVAL;TC
BOULAY LES IFS;53038;53370;LAVAL;TC
ALEXAIN;53002;53240;LAVAL;TC
CRENNES SUR FRAUBEE;53085;53700;LAVAL;TC
CONGRIER;53073;53800;LAVAL;TC
BAZOUGERS;53025;53170;LAVAL;TC
ATHEE;53012;53400;LAVAL;TC
LA BRULATTE;53045;53410;LAVAL;TC
ST OUEN DES TOITS;53243;53410;LAVAL;TC
ARON;53008;53440;LAVAL;TC
ST DENIS DE GASTINES;53211;53500;LAVAL;TC
COLOMBIERS DU PLESSIS;53071;53120;LAVAL;TC
LAVAL;53130;53009;LAVAL;TC
CHATEAU GONTIER SUR MAYENNE;53062;53200;LAVAL;TC
LAVAL;53130;53097;LAVAL;TC
ANGERVILLE L ORCHER;76014;76280;LE HAVRE;TC
ST GILLES DE LA NEUVILLE;76586;76430;LE HAVRE;TC
TANCARVILLE;76684;76430;LE HAVRE;TC
GERPONVILLE;76299;76540;LE HAVRE;TC
ST SAUVEUR D EMALLEVILLE;76650;76110;LE HAVRE;TC
VATTETOT SUR MER;76726;76111;LE HAVRE;TC
BOLBEC;76114;76210;LE HAVRE;TC
BOLLEVILLE;76115;76210;LE HAVRE;TC
LE HAVRE;76351;76061;LE HAVRE;TC
LE HAVRE;76351;76065;LE HAVRE;TC
LE HAVRE;76351;76090;LE HAVRE;TC
LE MANS;72181;72012;LE MANS;TC
LE MANS;72181;72013;LE MANS;TC
LE MANS;72181;72027;LE MANS;TC
BONNETABLE;72039;72110;LE MANS;TC
PIACE;72235;72170;LE MANS;TC
LA FLECHE;72154;72206;LE MANS;TC
MARIGNE LAILLE;72187;72220;LE MANS;TC
VIBRAYE;72373;72320;LE MANS;TC
DANGEUL;72112;72260;LE MANS;TC
PRECIGNE;72244;72300;LE MANS;TC
SABLE SUR SARTHE;72264;72306;LE MANS;TC
SABLE SUR SARTHE;72264;72307;LE MANS;TC
VALLON SUR GEE;72367;72540;LE MANS;TC
LE BREIL SUR MERIZE;72046;72370;LE MANS;TC
CHERREAU;72081;72400;LE MANS;TC
ST MARS DE LOCQUENAY;72298;72440;LE MANS;TC
SILLE LE PHILIPPE;72335;72460;LE MANS;TC
BEAUMONT PIED DE BOEUF;72028;72500;LE MANS;TC
YVRE L EVEQUE;72386;72530;LE MANS;TC
LE LUDE;72176;72809;LE MANS;TC
MONTIGNY;72207;72600;LE MANS;TC
LE MANS;72181;72011;LE MANS;TC
ST ARCONS D ALLIER;43167;43300;LE PUY-EN-VELAY;TC
ST HAON;43192;43340;LE PUY-EN-VELAY;TC
ARLET;43009;43380;LE PUY-EN-VELAY;TC
JOSAT;43107;43230;LE PUY-EN-VELAY;TC
