Commune;Code commune;Code postal;Greffe;Type greffe
THIEFOSSE;88467;88290;EPINAL;TC
AUTIGNY LA TOUR;88019;88300;EPINAL;TC
AMBACOURT;88006;88500;EPINAL;TC
BOULAINCOURT;88066;88500;EPINAL;TC
LIFFOL LE GRAND;88270;88350;EPINAL;TC
PROVENCHERES ET COLROY;88361;88490;EPINAL;TC
CHARMOIS DEVANT BRUYERES;88091;88460;EPINAL;TC
MARBOIS;27157;27240;EVREUX;TC
LA BARONNIE;27277;27220;EVREUX;TC
PACY SUR EURE;27448;27128;EVREUX;TC
VERNON;27681;27200;EVREUX;TC
ST ANTONIN DE SOMMAIRE;27508;27250;EVREUX;TC
LE FRESNE;27268;27190;EVREUX;TC
LE MESNIL HARDRAY;27402;27190;EVREUX;TC
GRAVIGNY;27299;27930;EVREUX;TC
SASSEY;27615;27930;EVREUX;TC
MERCEY;27399;27950;EVREUX;TC
DAUBEUF LA CAMPAGNE;27201;27110;EVREUX;TC
VILLEZ SUR LE NEUBOURG;27695;27110;EVREUX;TC
EVREUX;27229;27004;EVREUX;TC
EVREUX;27229;27009;EVREUX;TC
NOYERS;27445;27720;EVREUX;TC
EPIEDS;27220;27730;EVREUX;TC
ROSAY SUR LIEURE;27496;27790;EVREUX;TC
ST ETIENNE SOUS BAILLEUL;27539;27920;EVREUX;TC
HEUDEBOUVILLE;27332;27600;EVREUX;TC
BREUILPONT;27114;27640;EVREUX;TC
SURTAUVILLE;27623;27400;EVREUX;TC
AUTHEVERNES;27026;27420;EVREUX;TC
FONTENAY;27255;27510;EVREUX;TC
FORET LA FOLIE;27257;27510;EVREUX;TC
ST AMAND DES HAUTES TERRES;27506;27370;EVREUX;TC
CHARLEVAL;27151;27380;EVREUX;TC
FLIPOU;27247;27380;EVREUX;TC
RIS ORANGIS;91521;91133;EVRY;TC
EVRY COURCOURONNES;91228;91002;EVRY;TC
EVRY COURCOURONNES;91228;91018;EVRY;TC
EVRY COURCOURONNES;91228;91024;EVRY;TC
CONGERVILLE THIONVILLE;91613;91740;EVRY;TC
MASSY;91377;91745;EVRY;TC
LES ULIS;91692;91966;EVRY;TC
SOISY SUR ECOLE;91599;91840;EVRY;TC
ORSAY;91471;91855;EVRY;TC
ORSAY;91471;91859;EVRY;TC
PUISELET LE MARAIS;91508;91150;EVRY;TC
ORSAY;91471;91895;EVRY;TC
LES ULIS;91692;91943;EVRY;TC
ATHIS MONS;91027;91209;EVRY;TC
DRAVEIL;91201;91214;EVRY;TC
LES ULIS;91692;91973;EVRY;TC
ST PIERRE DU PERRAY;91573;91280;EVRY;TC
MASSY;91377;91349;EVRY;TC
EPINAY SUR ORGE;91216;91360;EVRY;TC
ETAMPES;91223;91661;EVRY;TC
EGLY;91207;91520;EVRY;TC
MENNECY;91386;91541;EVRY;TC
PARAY VIEILLE POSTE;91479;91554;EVRY;TC
CHAUFFOUR LES ETRECHY;91148;91580;EVRY;TC
SAVIGNY SUR ORGE;91589;91606;EVRY;TC
BALLANCOURT SUR ESSONNE;91045;91618;EVRY;TC
BRIIS SOUS FORGES;91111;91640;EVRY;TC
EVRY COURCOURONNES;91228;91054;EVRY;TC
EVRY COURCOURONNES;91228;91056;EVRY;TC
BORDES UCHENTEIN;9062;9800;FOIX;TC
QUIE;9240;9400;FOIX;TC
LES ISSARDS;9145;9100;FOIX;TC
ST ESPRIT;97223;97270;FORT-DE-FRANCE;TC
COGOLIN;83042;83315;FREJUS;TC
LES ISSAMBRES;83923;83380;FREJUS;TC
ST PIERRE D ARGENCON;5154;5140;GAP;TC
UPAIX;5173;5300;GAP;TC
CARROS;6033;6519;GRASSE;TC
LE TIGNET;6140;6530;GRASSE;TC
PEYMEINADE;6095;6530;GRASSE;TC
GRASSE;6069;6339;GRASSE;TC
LE PONT DE CLAIX;38317;38802;GRENOBLE;TC
TOULON;83137;83045;TOULON;TC
TOULON;83137;83080;TOULON;TC
TOULON;83137;83082;TOULON;TC
BALMA;31044;31137;TOULOUSE;TC
LA GACILLY;56061;56213;VANNES;TC
GUER;56075;56388;VANNES;TC
LOYAT;56122;56800;VANNES;TC
MONTERTELOT;56139;56800;VANNES;TC
LA GACILLY;56061;56213;VANNES;TC
ST GERMAIN EN LAYE;78551;78108;VERSAILLES;TC
CONFLANS STE HONORINE;78172;78709;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78069;VERSAILLES;TC
LE TREMBLAY SUR MAULDRE;78623;78490;VERSAILLES;TC
BUC;78117;78537;VERSAILLES;TC
ST FLOXEL;50467;50310;CHERBOURG;TC
CLERMONT FERRAND;63113;63030;CLERMONT-FERRAND;TC
CLERMONT FERRAND;63113;63033;CLERMONT-FERRAND;TC
CAHORS;46042;46004;CAHORS;TC
BASLIEUX SOUS CHATILLON;51038;51700;REIMS;TC
CORROBERT;51175;51210;REIMS;TC
BAYE;51042;51270;REIMS;TC
VILLEVENARD;51641;51270;REIMS;TC
MORSAINS;51386;51210;REIMS;TC
REIMS;51454;51087;REIMS;TC
LA CHAPELLE DU LOU DU LAC;35060;35360;RENNES;TC
RENNES;35238;35047;RENNES;TC
RENNES;35238;35041;RENNES;TC
RENNES;35238;35043;RENNES;TC
RENNES;35238;35002;RENNES;TC
ST NIZIER SOUS CHARLIEU;42267;42190;ROANNE;TC
JARNOSSE;42112;42460;ROANNE;TC
VILLERS;42333;42460;ROANNE;TC
ST SYMPHORIEN DE LAY;42289;42470;ROANNE;TC
ROANNE;42187;42324;ROANNE;TC
ROANNE;42187;42331;ROANNE;TC
VEZELIN SUR LOIRE;42268;42590;ROANNE;TC
BELMONT DE LA LOIRE;42015;42670;ROANNE;TC
VOUGY;42338;42720;ROANNE;TC
MAIZILLY;42131;42750;ROANNE;TC
LE COTEAU;42071;42121;ROANNE;TC
ST AFFRIQUE;12208;12407;RODEZ;TC
VILLEFRANCHE DE ROUERGUE;12300;12203;RODEZ;TC
PALMAS D AVEYRON;12177;12310;RODEZ;TC
ST SATURNIN DE LENNE;12247;12560;RODEZ;TC
MUR DE BARREZ;12164;12600;RODEZ;TC
CABANES;12041;12800;RODEZ;TC
BROUSSE LE CHATEAU;12038;12480;RODEZ;TC
ST ROME DE CERNON;12243;12490;RODEZ;TC
ST BEAULIZE;12212;12540;RODEZ;TC
MARCILLAC VALLON;12138;12330;RODEZ;TC
ST SERNIN SUR RANCE;12248;12380;RODEZ;TC
AUZITS;12016;12390;RODEZ;TC
MAYRAN;12142;12390;RODEZ;TC
PEYRUSSE LE ROC;12181;12220;RODEZ;TC
LA CAPELLE BLEYS;12054;12240;RODEZ;TC
AMBEYRAC;12007;12260;RODEZ;TC
CHEVREUSE;78160;78460;VERSAILLES;TC
POISSY;78498;78304;VERSAILLES;TC
MAUREPAS;78383;78310;VERSAILLES;TC
LE MESNIL ST DENIS;78397;78325;VERSAILLES;TC
LES CLAYES SOUS BOIS;78165;78344;VERSAILLES;TC
GUYANCOURT;78297;78284;VERSAILLES;TC
NOISY LE ROI;78455;78592;VERSAILLES;TC
MANTES LA JOLIE;78361;78205;VERSAILLES;TC
VIROFLAY;78686;78221;VERSAILLES;TC
LOMMOYE;78344;78270;VERSAILLES;TC
MARLY LE ROI;78372;78164;VERSAILLES;TC
ORCEMONT;78464;78125;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78078;VERSAILLES;TC
VERSAILLES;78646;78010;VERSAILLES;TC
VELIZY VILLACOUBLAY;78640;78944;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78949;VERSAILLES;TC
POISSY;78498;78987;VERSAILLES;TC
ELANCOURT;78208;78996;VERSAILLES;TC
MAGNY LES HAMEAUX;78356;78772;VERSAILLES;TC
ELANCOURT;78208;78858;VERSAILLES;TC
ELANCOURT;78208;78859;VERSAILLES;TC
MONTIGNY LE BRETONNEUX;78423;78881;VERSAILLES;TC
LE PERRAY EN YVELINES;78486;78618;VERSAILLES;TC
ORGEVAL;78466;78632;VERSAILLES;TC
VAUX SUR SEINE;78638;78740;VERSAILLES;TC
MAREIL MARLY;78367;78750;VERSAILLES;TC
MONTIGNY LES VESOUL;70363;70000;VESOUL;TC
VESOUL;70550;70000;VESOUL;TC
VESOUL;70550;70005;VESOUL;TC
CHAMBORNAY LES PIN;70119;70150;VESOUL;TC
GRAMMONT;70273;70110;VESOUL;TC
ST SULPICE;70474;70110;VESOUL;TC
CIREY;70154;70190;VESOUL;TC
FERRIERES LES RAY;70231;70130;VESOUL;TC
MALANS;70327;70140;VESOUL;TC
AMONCOURT;70015;70170;VESOUL;TC
LA LANTERNE ET LES ARMONTS;70295;70270;VESOUL;TC
VORAY SUR L OGNON;70575;70190;VESOUL;TC
AMBLANS ET VELOTTE;70014;70200;VESOUL;TC
MAGNY DANIGON;70318;70200;VESOUL;TC
LA CHAPELLE LES LUXEUIL;70128;70300;VESOUL;TC
MELINCOURT;70338;70210;VESOUL;TC
COURMONT;70182;70400;VESOUL;TC
ECHAVANNE;70205;70400;VESOUL;TC
LUXEUIL LES BAINS;70311;70303;VESOUL;TC
ANGIREY;70022;70700;VESOUL;TC
ST LOUP SUR SEMOUSE;70467;70802;VESOUL;TC
PONT DE CHERUY;38316;38231;VIENNE;TC
DOMARIN;38149;38300;VIENNE;TC
BOURGOIN JALLIEU;38053;38308;VIENNE;TC
AGNIN;38003;38150;VIENNE;TC
ROUSSILLON;38344;38151;VIENNE;TC
GRANIEU;38183;38490;VIENNE;TC
SATOLAS ET BONCE;38475;38290;VIENNE;TC
LA VERPILLIERE;38537;38293;VIENNE;TC
MONTREVEL;38257;38690;VIENNE;TC
BLANDIN;38047;38730;VIENNE;TC
OYTIER ST OBLAS;38288;38780;VIENNE;TC
ST JEAN DE BOURNAY;38399;38440;VIENNE;TC
ST DIDIER DE LA TOUR;38381;38110;VIENNE;TC
BRANGUES;38055;38510;VIENNE;TC
ARANDON PASSINS;38297;38510;VIENNE;TC
CHEYSSIEU;38101;38550;VIENNE;TC
LA COTE ST ANDRE;38130;38265;VIENNE;TC
LES ABRETS EN DAUPHINE;38001;38490;VIENNE;TC
MARNAND;69129;69240;VILLEFRANCHE-TARARE;TC
VINDRY SUR TURDINE;69157;69490;VILLEFRANCHE-TARARE;TC
VILLEFRANCHE SUR SAONE;69264;69653;VILLEFRANCHE-TARARE;TC
ST VINCENT DE REINS;69240;69240;VILLEFRANCHE-TARARE;TC
BELLEVILLE EN BEAUJOLAIS;69019;69826;VILLEFRANCHE-TARARE;TC
CHENAS;69053;69840;VILLEFRANCHE-TARARE;TC
PALAISEUL;52375;52600;CHAUMONT;TC
FLAMMERECOURT;52201;52110;CHAUMONT;TC
MERTRUD;52321;52110;CHAUMONT;TC
CHAUMONT;52121;52000;CHAUMONT;TC
JONCHERY;52251;52000;CHAUMONT;TC
IS EN BASSIGNY;52248;52140;CHAUMONT;TC
LAVERNOY;52275;52140;CHAUMONT;TC
BOURMONT ENTRE MEUSE ET MOUZON;52064;52150;CHAUMONT;TC
GONCOURT;52225;52150;CHAUMONT;TC
CHAUMONT;52121;52009;CHAUMONT;TC
COURCELLES SUR BLAISE;52149;52110;CHAUMONT;TC
DOMMARTIN LE FRANC;52171;52110;CHAUMONT;TC
FONTAINES SUR MARNE;52203;52170;CHAUMONT;TC
RACHECOURT SUZEMONT;52413;52130;CHAUMONT;TC
DROYES;52180;52220;CHAUMONT;TC
AINGOULAINCOURT;52004;52230;CHAUMONT;TC
BLECOURT;52055;52300;CHAUMONT;TC
FERRIERE ET LAFOLIE;52199;52300;CHAUMONT;TC
NOIDANT LE ROCHEUX;52355;52200;CHAUMONT;TC
AUBEPIERRE SUR AUBE;52022;52210;CHAUMONT;TC
FAVEROLLES;52196;52260;CHAUMONT;TC
SOMMEVILLE;52478;52170;CHAUMONT;TC
CHERBOURG EN COTENTIN;50129;50101;CHERBOURG;TC
PONTARLIER;25462;25308;BESANCON;TC
MAZEROLLES LE SALIN;25371;25170;BESANCON;TC
BESANCON;25056;25098;BESANCON;TC
GUILLON LES BAINS;25299;25110;BESANCON;TC
CHAPELLE DES BOIS;25121;25240;BESANCON;TC
BESANCON;25056;25051;BESANCON;TC
BESANCON;25056;25058;BESANCON;TC
BESANCON;25056;25036;BESANCON;TC
BESANCON;25056;25039;BESANCON;TC
BESANCON;25056;25030;BESANCON;TC
SERRE LES SAPINS;25542;25770;BESANCON;TC
MEREY VIEILLEY;25376;25870;BESANCON;TC
BEZIERS;34032;34557;BEZIERS;TC
BLOIS;41018;41560;BLOIS;TC
BLOIS;41018;41907;BLOIS;TC
CORMERAY;41061;41120;BLOIS;TC
ROMORANTIN;41194;41204;BLOIS;TC
VENDOME;41269;41101;BLOIS;TC
LA CHAUSSEE ST VICTOR;41047;41260;BLOIS;TC
BOUFFRY;41022;41270;BLOIS;TC
LA FONTENELLE;41089;41270;BLOIS;TC
BAIGNEAUX;41011;41290;BLOIS;TC
THESEE;41258;41140;BLOIS;TC
BREVAINVILLE;41026;41160;BLOIS;TC
PIERREFITTE SUR SAULDRE;41176;41300;BLOIS;TC
LANCE;41107;41310;BLOIS;TC
VERNOU EN SOLOGNE;41271;41230;BLOIS;TC
AUBERVILLIERS;93001;93537;BOBIGNY;TC
VILLEPINTE;93078;93420;BOBIGNY;TC
VILLEPINTE;93078;93422;BOBIGNY;TC
NEUILLY PLAISANCE;93049;93368;BOBIGNY;TC
ST OUEN;93070;93401;BOBIGNY;TC
AMBARES ET LAGRAVE;33003;33440;BORDEAUX;TC
CASTELNAU DE MEDOC;33104;33480;BORDEAUX;TC
LE BOUSCAT;33069;33491;BORDEAUX;TC
LE BOUSCAT;33069;33497;BORDEAUX;TC
CLEYRAC;33129;33540;BORDEAUX;TC
BEAUTIRAN;33037;33640;BORDEAUX;TC
CREON;33140;33670;BORDEAUX;TC
MERIGNAC;33281;33694;BORDEAUX;TC
CENON;33119;33153;BORDEAUX;TC
BORDEAUX;33063;33035;BORDEAUX;TC
BORDEAUX;33063;33072;BORDEAUX;TC
LE BARP;33029;33114;BORDEAUX;TC
LES ESSEINTES;33158;33190;BORDEAUX;TC
MONTAGOUDIN;33291;33190;BORDEAUX;TC
ARCACHON;33009;33312;BORDEAUX;TC
LE TAILLAN MEDOC;33519;33320;BORDEAUX;TC
ST GERMAIN D ESTEUIL;33412;33340;BORDEAUX;TC
VALEYRAC;33538;33340;BORDEAUX;TC
ESCOEUILLES;62308;62850;BOULOGNE-SUR-MER;TC
COLLINE BEAUMONT;62231;62180;BOULOGNE-SUR-MER;TC
RANG DU FLIERS;62688;62180;BOULOGNE-SUR-MER;TC
VERTON;62849;62180;BOULOGNE-SUR-MER;TC
DANNES;62264;62187;BOULOGNE-SUR-MER;TC
LONGUENESSE;62525;62219;BOULOGNE-SUR-MER;TC
BOULOGNE SUR MER;62160;62329;BOULOGNE-SUR-MER;TC
ST FOLQUIN;62748;62370;BOULOGNE-SUR-MER;TC
ESQUERDES;62309;62380;BOULOGNE-SUR-MER;TC
VALSERHONE;1033;1208;BOURG-EN-BRESSE;TC
GEX;1173;1178;BOURG-EN-BRESSE;TC
VALLONS DE L ERDRE;44180;44540;NANTES;TC
SION LES MINES;44197;44590;NANTES;TC
ST VINCENT DES LANDES;44193;44590;NANTES;TC
LE TEMPLE DE BRETAGNE;44203;44360;NANTES;TC
NANTES;44109;44305;NANTES;TC
NANTES;44109;44102;NANTES;TC
NANTES;44109;44039;NANTES;TC
PORT LA NOUVELLE;11266;11210;NARBONNE;TC
MARCY;58156;58210;NEVERS;TC
ST GERMAIN CHASSENAY;58241;58300;NEVERS;TC
VARZY;58304;58210;NEVERS;TC
ST SULPICE LES BOIS;19244;19250;BRIVE;TC
OBJAT;19153;19130;BRIVE;TC
MONDEVILLE;14437;14916;CAEN;TC
VAL D ARRY;14475;14310;CAEN;TC
CAEN;14118;14082;CAEN;TC
ERAINES;14244;14700;CAEN;TC
VIRE NORMANDIE;14762;14509;CAEN;TC
AURE SUR MER;14591;14520;CAEN;TC
BILLY;14074;14370;CAEN;TC
GUERON;14322;14400;CAEN;TC
BURES LES MONTS;14115;14350;CAEN;TC
CARVILLE;14139;14350;CAEN;TC
CASTILLY;14142;14330;CAEN;TC
LE BREUIL EN BESSIN;14103;14330;CAEN;TC
TILLY SUR SEULLES;14692;14250;CAEN;TC
SASSY;14669;14170;CAEN;TC
ESQUAY NOTRE DAME;14249;14210;CAEN;TC
TALAIRAN;11386;11220;CARCASSONNE;TC
LABASTIDE ROUAIROUX;81115;81270;CASTRES;TC
CASTRES;81065;81136;CASTRES;TC
BRASSAC;81037;81260;CASTRES;TC
CAYENNE;97302;97308;CAYENNE;TC
CHAMBERY;73065;73091;CHAMBERY;TC
CHAMBERY;73065;73097;CHAMBERY;TC
FLUMET;73114;73590;CHAMBERY;TC
LA MOTTE SERVOLEX;73179;73291;CHAMBERY;TC
GRIGNON;73130;73200;CHAMBERY;TC
ALBERTVILLE;73011;73203;CHAMBERY;TC
VALLANDRY;73987;73210;CHAMBERY;TC
MORVILLIERS;28271;28340;CHARTRES;TC
BRAINVILLE SUR MEUSE;52067;52150;CHAUMONT;TC
CHAUMONT;52121;52012;CHAUMONT;TC
ATTANCOURT;52021;52130;CHAUMONT;TC
GIEY SUR AUJON;52220;52210;CHAUMONT;TC
POISSONS;52398;52230;CHAUMONT;TC
DOULAINCOURT SAUCOURT;52177;52270;CHAUMONT;TC
ECLARON BRAUCOURT STE LIVIERE;52182;52290;CHAUMONT;TC
LANGRES;52269;52206;CHAUMONT;TC
FRONCLES;52211;52320;CHAUMONT;TC
ST LO D OURVILLE;50503;50580;CHERBOURG;TC
SAUSSEMESNIL;50567;50700;CHERBOURG;TC
ST JOSEPH;50498;50700;CHERBOURG;TC
CHERBOURG EN COTENTIN;50129;50107;CHERBOURG;TC
PICAUVILLE;50400;50480;CHERBOURG;TC
LIMOGES;87085;87071;LIMOGES;TC
LIMOGES;87085;87074;LIMOGES;TC
BLONVILLE SUR MER;14079;14910;LISIEUX;TC
VICTOT PONTFOL;14743;14430;LISIEUX;TC
TORTISAMBERT;14696;14140;LISIEUX;TC
ST JULIEN DE MAILLOC;14599;14290;LISIEUX;TC
CREVECOEUR EN AUGE;14201;14340;LISIEUX;TC
LISIEUX;14366;14101;LISIEUX;TC
LAJOUX;39274;1410;LONS-LE-SAUNIER;TC
NOZEROY;39391;39250;LONS-LE-SAUNIER;TC
FLORENTIA;39226;39320;LONS-LE-SAUNIER;TC
MONTREVEL;39363;39320;LONS-LE-SAUNIER;TC
GENDREY;39246;39350;LONS-LE-SAUNIER;TC
VITREUX;39581;39350;LONS-LE-SAUNIER;TC
ARBOIS;39013;39605;LONS-LE-SAUNIER;TC
DOLE;39198;39102;LONS-LE-SAUNIER;TC
LONS LE SAUNIER;39300;39020;LONS-LE-SAUNIER;TC
PONTHOUX;39438;39170;LONS-LE-SAUNIER;TC
MAYNAL;39320;39190;LONS-LE-SAUNIER;TC
AVIGNON LES SAINT CLAUDE;39032;39200;LONS-LE-SAUNIER;TC
HENNEBONT;56083;56700;LORIENT;TC
PLOURAY;56170;56770;LORIENT;TC
QUISTINIC;56188;56310;LORIENT;TC
PLUVIGNER;56177;56330;LORIENT;TC
PLOEMEUR;56162;56276;LORIENT;TC
BRON;69029;69675;LYON;TC
CHASSIEU;69271;69685;LYON;TC
ST BONNET DE MURE;69287;69720;LYON;TC
TASSIN LA DEMI LUNE;69244;69816;LYON;TC
LYON;69383;69425;LYON;TC
LYON;69383;69426;LYON;TC
VAULX EN VELIN;69256;69511;LYON;TC
FEYZIN;69276;69556;LYON;TC
DARDILLY;69072;69570;LYON;TC
DARDILLY;69072;69574;LYON;TC
RILLIEUX LA PAPE;69286;69163;LYON;TC
CHAMPAGNE AU MONT D OR;69040;69544;LYON;TC
SAINT DIDIER AU MONT D OR;69194;69774;LYON;TC
LYON;69385;69332;LYON;TC
LYON;69387;69361;LYON;TC
MACON;71270;71025;MACON;TC
CIRY LE NOBLE;71132;71420;MACON;TC
MARLY SUR ARROUX;71281;71420;MACON;TC
GRANDVAUX;71224;71430;MACON;TC
PASSY;71344;71220;MACON;TC
PRESSY SOUS DONDIN;71358;71220;MACON;TC
PIERRECLOS;71350;71960;MACON;TC
ST LEGER LES PARAY;71439;71600;MACON;TC
GREVILLY;71226;71700;MACON;TC
AMEUGNY;71007;71460;MACON;TC
VAREILLES;71553;71800;MACON;TC
METZ;57463;57748;METZ;TC
METZ;57463;57753;METZ;TC
METZ;57463;57755;METZ;TC
AMANVILLERS;57017;57865;METZ;TC
BETTBORN;57071;57930;METZ;TC
METZ;57463;57745;METZ;TC
HINCKANGE;57326;57220;METZ;TC
TETERCHEN;57667;57220;METZ;TC
GELUCOURT;57246;57260;METZ;TC
ALZING;57016;57320;METZ;TC
CHEMERY LES DEUX;57136;57320;METZ;TC
ADELANGE;57008;57380;METZ;TC
ARRAINCOURT;57027;57380;METZ;TC
MAIZIERES LES METZ;57433;57283;METZ;TC
OGY MONTOY FLANVILLE;57482;57530;METZ;TC
FLEURY;57218;57420;METZ;TC
BISCARROSSE;40046;40604;MONT-DE-MARSAN;TC
ST GEIN;40259;40190;MONT-DE-MARSAN;TC
ST PIERRE DU MONT;40281;40280;MONT-DE-MARSAN;TC
MONT DE MARSAN;40192;40002;MONT-DE-MARSAN;TC
MEAUZAC;82108;82290;MONTAUBAN;TC
MONTAUBAN;82121;82068;MONTAUBAN;TC
MONTAUBAN;82121;82076;MONTAUBAN;TC
MONTAUBAN;82121;82089;MONTAUBAN;TC
MONTAUBAN;82121;82097;MONTAUBAN;TC
STE JULIETTE;82164;82110;MONTAUBAN;TC
MONTAUBAN;82121;82040;MONTAUBAN;TC
MONTAUBAN;82121;82033;MONTAUBAN;TC
MOISSAC;82112;82202;MONTAUBAN;TC
SAUVAGNY;3269;3430;MONTLUCON;TC
ST PALAIS;3249;3370;MONTLUCON;TC
ST MARTINIEN;3246;3380;MONTLUCON;TC
LE VILHAIN;3313;3350;MONTLUCON;TC
CELLES;34072;34700;MONTPELLIER;TC
ST JUST;34272;34400;MONTPELLIER;TC
MONTPELLIER;34172;34268;MONTPELLIER;TC
CLARET;34078;34270;MONTPELLIER;TC
MONTPELLIER;34172;34196;MONTPELLIER;TC
GORNIES;34115;34190;MONTPELLIER;TC
MONTPELLIER;34172;34957;MONTPELLIER;TC
LATTES;34129;34974;MONTPELLIER;TC
VENDARGUES;34327;34748;MONTPELLIER;TC
MONTPELLIER;34172;34009;MONTPELLIER;TC
MONTPELLIER;34172;34026;MONTPELLIER;TC
MOUREZE;34175;34800;MONTPELLIER;TC
MONTPELLIER;34172;34931;MONTPELLIER;TC
MONTPELLIER;34172;34943;MONTPELLIER;TC
MONTPELLIER;34172;34954;MONTPELLIER;TC
SOUBES;34304;34700;MONTPELLIER;TC
FRANKEN;68096;68130;MULHOUSE;TC
HUNDSBACH;68148;68130;MULHOUSE;TC
MULHOUSE;68224;68050;MULHOUSE;TC
MULHOUSE;68224;68057;MULHOUSE;TC
MULHOUSE;68224;68062;MULHOUSE;TC
HEGENHEIM;68126;68220;MULHOUSE;TC
ST LOUIS;68297;68300;MULHOUSE;TC
WITTELSHEIM;68375;68310;MULHOUSE;TC
ALTKIRCH;68004;68134;MULHOUSE;TC
WESSERLING;68901;68470;MULHOUSE;TC
ASPACH LE BAS;68011;68700;MULHOUSE;TC
UFFHOLTZ;68342;68700;MULHOUSE;TC
MULHOUSE;68224;68084;MULHOUSE;TC
VILLERS LES NANCY;54578;54601;NANCY;TC
VILLERS LES NANCY;54578;54608;NANCY;TC
HARBOUEY;54251;54450;NANCY;TC
RECLONVILLE;54447;54450;NANCY;TC
SEICHEPREY;54499;54470;NANCY;TC
MAILLY SUR SEILLE;54333;54610;NANCY;TC
RAUCOURT;54444;54610;NANCY;TC
JEZAINVILLE;54279;54700;NANCY;TC
LOISY;54320;54700;NANCY;TC
REMENOVILLE;54455;54830;NANCY;TC
SERANVILLE;54501;54830;NANCY;TC
HOUSSEVILLE;54268;54930;NANCY;TC
NANCY;54395;54038;NANCY;TC
NANCY;54395;54039;NANCY;TC
NANCY;54395;54069;NANCY;TC
NANCY;54395;54008;NANCY;TC
BULLIGNY;54105;54113;NANCY;TC
LALOEUF;54291;54115;NANCY;TC
TRAMONT LASSUS;54530;54115;NANCY;TC
PRAYE;54434;54116;NANCY;TC
DOMGERMAIN;54162;54119;NANCY;TC
GELACOURT;54217;54120;NANCY;TC
NANCY;54395;54028;NANCY;TC
FLIN;54199;54122;NANCY;TC
NANCY;54395;54096;NANCY;TC
HEILLECOURT;54257;54188;NANCY;TC
LUNEVILLE;54329;54307;NANCY;TC
ROMAIN;54461;54360;NANCY;TC
TOUL;54528;54203;NANCY;TC
SAFFAIS;54468;54210;NANCY;TC
LANEUVEVILLE AUX BOIS;54297;54370;NANCY;TC
VALHEY;54541;54370;NANCY;TC
PUTEAUX;92062;92916;NANTERRE;TC
PUTEAUX;92062;92998;NANTERRE;TC
ASNIERES SUR SEINE;92004;92602;NANTERRE;TC
ASNIERES SUR SEINE;92004;92608;NANTERRE;TC
DIGULLEVILLE;50163;50440;CHERBOURG;TC
GRANDEYROLLES;63172;63320;CLERMONT-FERRAND;TC
VERRIERES;63452;63320;CLERMONT-FERRAND;TC
CHAUMONT LE BOURG;63105;63220;CLERMONT-FERRAND;TC
ST LAURE;63372;63350;CLERMONT-FERRAND;TC
COURNON D AUVERGNE;63124;63803;CLERMONT-FERRAND;TC
LE BONHOMME;68044;68650;COLMAR;TC
EBERSHEIM;67115;67600;COLMAR;TC
SELESTAT;67462;67604;COLMAR;TC
SELESTAT;67462;67607;COLMAR;TC
CHATENOIS;67073;67730;COLMAR;TC
BILZHEIM;68037;68127;COLMAR;TC
FRELAND;68097;68240;COLMAR;TC
VILLE;67507;67220;COLMAR;TC
ACY EN MULTIEN;60005;60620;COMPIEGNE;TC
SENLIS;60612;60454;COMPIEGNE;TC
PORQUERICOURT;60511;60400;COMPIEGNE;TC
RIBECOURT DRESLINCOURT;60537;60773;COMPIEGNE;TC
ARMANCOURT;60023;60880;COMPIEGNE;TC
CREIL;60175;60919;COMPIEGNE;TC
CREIL;60175;60938;COMPIEGNE;TC
MONTMARTIN EN GRAIGNES;50348;50620;COUTANCES;TC
VAUDEVILLE;88495;88000;EPINAL;TC
EPINAL;88160;88011;EPINAL;TC
EPINAL;88160;88020;EPINAL;TC
EPINAL;88160;88027;EPINAL;TC
EPINAL;88160;88087;EPINAL;TC
CHAVELOT;88099;88150;EPINAL;TC
ST DIE;88413;88105;EPINAL;TC
COURCELLES SOUS CHATENOIS;88117;88170;EPINAL;TC
GEMMELAINCOURT;88194;88170;EPINAL;TC
MACONCOURT;88278;88170;EPINAL;TC
OLLAINVILLE;88336;88170;EPINAL;TC
ST JEAN D ORMONT;88419;88210;EPINAL;TC
MONTMOTIER;88311;88240;EPINAL;TC
THIRAUCOURT;88469;88500;EPINAL;TC
BUSSANG;88081;88540;EPINAL;TC
DOMPTAIL;88153;88700;EPINAL;TC
JESONVILLE;88252;88260;EPINAL;TC
FRENOIS;88187;88270;EPINAL;TC
HAROL;88233;88270;EPINAL;TC
LES ABLEUVENETTES;88001;88270;EPINAL;TC
VENTRON;88500;88310;EPINAL;TC
ROZIERES SUR MOUZON;88404;88320;EPINAL;TC
UXEGNEY;88483;88390;EPINAL;TC
GRIGNONCOURT;88220;88410;EPINAL;TC
ETIVAL CLAIREFONTAINE;88165;88480;EPINAL;TC
LA VACHERESSE ET LA ROUILLIE;88485;88140;EPINAL;TC
EVAUX ET MENIL;88166;88450;EPINAL;TC
LE BOSC DU THEIL;27302;27370;EVREUX;TC
PACY SUR EURE;27448;27121;EVREUX;TC
LA NEUVE GRANGE;27430;27150;EVREUX;TC
MAINNEVILLE;27379;27150;EVREUX;TC
